Date,Sensor
2022-12-11 13:40:19,22.8
2022-12-11 13:41:19,22.8
2022-12-11 13:42:19,22.7
2022-12-11 13:43:19,22.6
2022-12-11 13:44:19,22.4
2022-12-11 13:45:19,22.3
2022-12-11 13:46:19,22.2
2022-12-11 13:47:19,22.1
2022-12-11 13:48:19,22.0
2022-12-11 13:49:19,21.9
2022-12-11 13:50:19,21.8
2022-12-11 13:51:19,21.8
2022-12-11 13:52:19,21.8
2022-12-11 13:53:19,21.7
2022-12-11 13:54:19,21.6
2022-12-11 13:55:19,21.6
2022-12-11 13:56:19,21.6
2022-12-11 13:57:19,21.5
2022-12-11 13:58:19,21.4
2022-12-11 13:59:19,21.4
2022-12-11 14:00:19,21.5
2022-12-11 14:01:19,21.5
2022-12-11 14:02:19,21.6
2022-12-11 14:03:19,21.7
2022-12-11 14:04:19,21.8
2022-12-11 14:05:19,21.9
2022-12-11 14:06:19,21.9
2022-12-11 14:07:19,21.9
2022-12-11 14:08:19,21.9
2022-12-11 14:09:19,21.9
2022-12-11 14:10:19,21.9
2022-12-11 14:11:19,21.9
2022-12-11 14:12:19,22.0
2022-12-11 14:13:19,22.0
2022-12-11 14:14:19,22.0
2022-12-11 14:15:19,22.0
2022-12-11 14:16:19,22.0
2022-12-11 14:17:19,22.0
2022-12-11 14:18:19,22.0
2022-12-11 14:19:19,22.0
2022-12-11 14:20:19,22.0
2022-12-11 14:21:19,22.0
2022-12-11 14:22:19,22.0
2022-12-11 14:23:19,22.0
2022-12-11 14:24:19,22.0
2022-12-11 14:25:19,22.0
2022-12-11 14:26:19,22.0
2022-12-11 14:27:19,22.0
2022-12-11 14:28:19,22.0
2022-12-11 14:29:19,22.1
2022-12-11 14:30:19,22.1
2022-12-11 14:31:19,22.2
2022-12-11 14:32:19,22.2
